RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area_Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject Effects,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,Census Tract,ZIP,County,County desc
7506202,20191191072,4/29/2019 0:00,1519,5355 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459479668: 20191191072,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,11/30/2012 0:00,6,3125141,10087431,4,-,78723,1,TRAVIS COUNTY
7506140,20191191119,4/29/2019 0:00,,6100 EMERALD FOREST DR,FR,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,322969184: 20191191119,COMPLAINT OF INJURY/PAIN,M,B,N,,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,2,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 4,7/13/2012 0:00,7,3099916,10048016,2,-,78745,1,TRAVIS COUNTY
7506140,20191191119,4/29/2019 0:00,1556,6100 EMERALD FOREST DR,FR,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,322969184: 20191191119,COMPLAINT OF INJURY/PAIN,M,B,N,,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 4,10/28/2016 0:00,3,3099916,10048016,2,-,78745,1,TRAVIS COUNTY
7506178,20191191238,4/29/2019 0:00,,5200 N CAPITAL OF TEXAS HWY SB,BA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,459799197: 20191191238,NO COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,PARK 400 SPECIALIZE PTRL,11/22/2002 0:00,16,3096527,10100165,10,19.12,78746,1,TRAVIS COUNTY
7506178,20191191238,4/29/2019 0:00,1555,5200 N CAPITAL OF TEXAS HWY SB,BA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,459799197: 20191191238,NO COMPLAINT OF INJURY/PAIN,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,PARK 400 SPECIALIZE PTRL,6/23/2006 0:00,13,3096527,10100165,10,19.12,78746,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,1630,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,131927638: 20191191314,NO COMPLAINT OF INJURY/PAIN,F,B,N,,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM DISTRICT REPS  REG II PATROL,1/7/1994 0:00,25,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,1626,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459664240: 20191191314,NO COMPLAINT OF INJURY/PAIN,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,1/4/2008 0:00,11,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,2041,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459664240: 20191191314,NO COMPLAINT OF INJURY/PAIN,F,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,10/28/2016 0:00,3,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,131927638: 20191191314,NO COMPLAINT OF INJURY/PAIN,F,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,10/28/2016 0:00,3,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459664240: 20191191314,NO COMPLAINT OF INJURY/PAIN,F,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,10/28/2016 0:00,3,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,131927638: 20191191314,NO COMPLAINT OF INJURY/PAIN,F,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,10/28/2016 0:00,3,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,1754,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,94572389: 20191191314,COMPLAINT OF INJURY/PAIN,F,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,12/22/2017 0:00,1,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506179,20191191314,4/29/2019 0:00,2036,5429 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,94572389: 20191191314,COMPLAINT OF INJURY/PAIN,F,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,9/2/2018 0:00,1,3125682,10087604,4,-,78723,1,TRAVIS COUNTY
7506207,20191191802,4/29/2019 0:00,2135,4314 GILLIS ST,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459743287: 20191191802,NO COMPLAINT OF INJURY/PAIN,F,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,2/2/1996 0:00,23,3102179,10055429,5,20,78745,1,TRAVIS COUNTY
7506207,20191191802,4/29/2019 0:00,2135,4314 GILLIS ST,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459743287: 20191191802,NO COMPLAINT OF INJURY/PAIN,F,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,10/7/2011 0:00,8,3102179,10055429,5,20,78745,1,TRAVIS COUNTY
7506609,20191191886,4/29/2019 0:00,,8400 HINDON LN,FR,,NECESSARY TO EFFECT ARREST / DETENTION,3,207356422: 20191191886,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,1/2/2009 0:00,10,3094837,10040169,5,-,78748,1,TRAVIS COUNTY
7506609,20191191886,4/29/2019 0:00,2322,8400 HINDON LN,FR,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,207356422: 20191191886,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,2,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,12/13/2013 0:00,5,3094837,10040169,5,-,78748,1,TRAVIS COUNTY
7506609,20191191886,4/29/2019 0:00,2208,8400 HINDON LN,FR,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,207356422: 20191191886,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,FRANK 600 EVENINGS REG IV PATROL,3/20/2015 0:00,4,3094837,10040169,5,-,78748,1,TRAVIS COUNTY
7506609,20191191886,4/29/2019 0:00,2241,8400 HINDON LN,FR,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,207356422: 20191191886,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,10/28/2016 0:00,3,3094837,10040169,5,-,78748,1,TRAVIS COUNTY
7506609,20191191886,4/29/2019 0:00,,8400 HINDON LN,FR,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,207356422: 20191191886,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,9/2/2018 0:00,1,3094837,10040169,5,-,78748,1,TRAVIS COUNTY
7506609,20191191886,4/29/2019 0:00,,8400 HINDON LN,FR,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,207356422: 20191191886,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,FRANK 500 REG IV PATROL,9/2/2018 0:00,1,3094837,10040169,5,-,78748,1,TRAVIS COUNTY
7506968,20191200008,4/30/2019 0:00,113,800 E STASSNEY LN,DA,1-TRAFFIC STOP [Motor Vehicle Stop],"IN CUSTODY, MAINTAINING CONTROL",4,184353521: 20191200008,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 1 REG III HWY ENFORCEMENT,3/22/2013 0:00,6,3106923,10046132,3,-,78745,1,TRAVIS COUNTY
7506381,20191200160,4/30/2019 0:00,330,500 E ANDERSON LN SVRD EB,ID,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,291045858: 20191200160,NO COMPLAINT OF INJURY/PAIN,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG 1 NIGHTS,7/8/2016 0:00,3,3130648,10094916,4,18,78752,1,TRAVIS COUNTY
7506381,20191200160,4/30/2019 0:00,337,500 E ANDERSON LN SVRD EB,ID,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,291045858: 20191200160,NO COMPLAINT OF INJURY/PAIN,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,10/28/2016 0:00,3,3130648,10094916,4,18,78752,1,TRAVIS COUNTY
7506381,20191200160,4/30/2019 0:00,,500 E ANDERSON LN SVRD EB,ID,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,291045858: 20191200160,NO COMPLAINT OF INJURY/PAIN,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,2/5/2018 0:00,1,3130648,10094916,4,18,78752,1,TRAVIS COUNTY
7506381,20191200160,4/30/2019 0:00,413,500 E ANDERSON LN SVRD EB,ID,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,291045858: 20191200160,NO COMPLAINT OF INJURY/PAIN,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,9/2/2018 0:00,1,3130648,10094916,4,18,78752,1,TRAVIS COUNTY
7506781,20191201040,4/30/2019 0:00,1432,12221 RENFERT WAY,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459778724: 20191201040,MINOR INJURY,F,W,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,ADAM 500 REG II PATROL,10/7/2011 0:00,8,3125436,10123183,7,-,78758,1,TRAVIS COUNTY
7508037,20191201152,4/30/2019 0:00,,1900 GUADALUPE ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,185404607: 20191201152,NO COMPLAINT OF INJURY/PAIN,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 500 REG I PATROL,6/23/2017 0:00,2,3114304,10075852,9,-,78705,1,TRAVIS COUNTY
7507317,20191201389,4/30/2019 0:00,1727,9300 E US 290 HWY EB,CH,5-VIEWED OFFENSE [non MV-Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,242811305: 20191201389,MINOR INJURY,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,SPECIAL INVESTIGATIONS,6/18/2004 0:00,15,3146011,10093876,1,22,78724,1,TRAVIS COUNTY
7507317,20191201389,4/30/2019 0:00,1727,9300 E US 290 HWY EB,CH,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,242811305: 20191201389,MINOR INJURY,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 300 REG III PATROL,3/20/2015 0:00,4,3146011,10093876,1,22,78724,1,TRAVIS COUNTY
7507317,20191201389,4/30/2019 0:00,1727,9300 E US 290 HWY EB,CH,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,242811305: 20191201389,MINOR INJURY,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,CHARLIE 400 REG III PATROL,10/28/2016 0:00,3,3146011,10093876,1,22,78724,1,TRAVIS COUNTY
7507317,20191201389,4/30/2019 0:00,1727,9300 E US 290 HWY EB,CH,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,242811305: 20191201389,MINOR INJURY,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,CHARLIE 300 REG III PATROL,6/23/2017 0:00,2,3146011,10093876,1,22,78724,1,TRAVIS COUNTY
7507040,20191201555,4/30/2019 0:00,,1000 W RUNDBERG LN,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459046523: 20191201555,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM DISTRICT REPS  REG II PATROL,6/18/2004 0:00,15,3127035,10106224,4,-,78758,1,TRAVIS COUNTY
7507040,20191201555,4/30/2019 0:00,,1000 W RUNDBERG LN,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459046523: 20191201555,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM DISTRICT REPS  REG II PATROL,3/21/2014 0:00,5,3127035,10106224,4,-,78758,1,TRAVIS COUNTY
7453049,2019120215,1/12/2019 0:00,328,3500 MOUNT BONNELL RD,BA,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,337123719: 2019120215,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,11/30/2012 0:00,6,3103942,10088432,10,-,78731,1,TRAVIS COUNTY
7453049,2019120215,1/12/2019 0:00,328,3500 MOUNT BONNELL RD,BA,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,337123719: 2019120215,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,7/8/2016 0:00,3,3103942,10088432,10,-,78731,1,TRAVIS COUNTY
7507677,20191211568,5/1/2019 0:00,1855,1600 WICKERSHAM LN,HE,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459742309: 20191211568,NO COMPLAINT OF INJURY/PAIN,M,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I DAYS,10/7/2011 0:00,8,3122229,10059265,3,-,78741,1,TRAVIS COUNTY
7453049,2019120215,1/12/2019 0:00,328,3500 MOUNT BONNELL RD,BA,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,337123719: 2019120215,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,6/23/2017 0:00,2,3103942,10088432,10,-,78731,1,TRAVIS COUNTY
7452783,2019120426,1/12/2019 0:00,903,3600 PRESIDENTIAL BLVD,AP,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459760274: 2019120426,NO COMPLAINT OF INJURY/PAIN,M,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,AIRPORT 100 REG II PATROL,11/21/1997 0:00,21,3138850,10047302,2,-,78719,1,TRAVIS COUNTY
7452783,2019120426,1/12/2019 0:00,820,3600 PRESIDENTIAL BLVD,AP,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459760274: 2019120426,NO COMPLAINT OF INJURY/PAIN,M,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,AIRPORT 100 REG II PATROL,6/27/2003 0:00,16,3138850,10047302,2,-,78719,1,TRAVIS COUNTY
7507172,20191210124,5/1/2019 0:00,,401 W SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,167512226: 20191210124,NO COMPLAINT OF INJURY/PAIN,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,12/13/2013 0:00,5,3098258,10034392,5,-,78748,1,TRAVIS COUNTY
7453034,2019121023,1/12/2019 0:00,,1600 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,4,459705017: 2019121023,NO COMPLAINT OF INJURY/PAIN,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ROBBERY UNIT,7/9/1999 0:00,20,3122587,10105986,4,-,78758,1,TRAVIS COUNTY
7453034,2019121023,1/12/2019 0:00,1700,1600 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459705017: 2019121023,NO COMPLAINT OF INJURY/PAIN,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DIGITAL FORENSICS UNIT,2/8/2002 0:00,17,3122587,10105986,4,-,78758,1,TRAVIS COUNTY
7453034,2019121023,1/12/2019 0:00,1630,1600 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459705017: 2019121023,NO COMPLAINT OF INJURY/PAIN,F,W,H,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,6/18/2004 0:00,15,3122587,10105986,4,-,78758,1,TRAVIS COUNTY
7453034,2019121023,1/12/2019 0:00,,1600 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459705017: 2019121023,NO COMPLAINT OF INJURY/PAIN,F,W,H,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,10/28/2016 0:00,2,3122587,10105986,4,-,78758,1,TRAVIS COUNTY
7447461,201912105,1/1/2019 0:00,,700 SAN JACINTO BLVD,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459731912: 201912105,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,N,,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I EVENING,3/20/2015 0:00,4,3115130,10070956,9,11,78701,1,TRAVIS COUNTY
7447461,201912105,1/1/2019 0:00,2115,700 SAN JACINTO BLVD,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459731912: 201912105,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I EVENING,10/30/2015 0:00,3,3115130,10070956,9,11,78701,1,TRAVIS COUNTY
7507251,20191210694,5/1/2019 0:00,955,1500 RED RIVER ST,BA,,"IN CUSTODY, MAINTAINING CONTROL",4,458994008: 20191210694,COMPLAINT OF INJURY/PAIN,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,2/2/1996 0:00,23,3116901,10073857,1,-,78701,1,TRAVIS COUNTY
7507251,20191210694,5/1/2019 0:00,955,1500 RED RIVER ST,BA,,TO RESTRAIN FOR SUBJECTS SAFETY,3,458994008: 20191210694,COMPLAINT OF INJURY/PAIN,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I DAYS,5/17/2013 0:00,6,3116901,10073857,1,-,78701,1,TRAVIS COUNTY
